function,dimensions,bits,ga_min,real_min
Rotated hyper-ellipsoid,5,27,164.90716162331643,0
Rotated hyper-ellipsoid,10,27,3805.4830500443186,0
Rotated hyper-ellipsoid,50,27,756143.4323892464,0
Rotated hyper-ellipsoid,100,26,3253841.701259804,0
Rotated hyper-ellipsoid,500,26,141252446.89047417,0
Rotated hyper-ellipsoid,1000,27,599668391.5886334,0
