function,dimensions,bits,ga_min,real_min
Griewangk 8,5,30,0.8353640051134348,-2094.9145
Griewangk 8,10,30,11.26299179260631,-4189.829
Griewangk 8,50,30,593.2880399969553,-20949.144999999997
Griewangk 8,100,30,1840.9847963709358,-41898.28999999999
Griewangk 8,500,30,12218.183167975438,-209491.44999999998
Griewangk 8,1000,30,26031.117047834785,-418982.89999999997
