function,dimensions,bits,ga_min,real_min
Ackley's Path 10,5,21,0.6074537304014993,0
Ackley's Path 10,10,20,2.256200611297342,0
Ackley's Path 10,50,20,2.880796248600625,0
Ackley's Path 10,100,21,3.2781374594376946,0
Ackley's Path 10,500,20,3.6559475821902514,0
Ackley's Path 10,1000,20,3.7295378385212747,0
