function,dimensions,bits,ga_min,real_min
De Jong 1,5,23,0.8378815946732412,0
De Jong 1,10,23,11.142074919409126,0
De Jong 1,50,23,173.65189302616676,0
De Jong 1,100,23,485.82551198273643,0
De Jong 1,500,23,3423.8010054392716,0
De Jong 1,1000,23,7558.390436268004,0
